#
# Winning percentage by seed differential (1985-2003)
#
# This version uses the scaled-down weights that I tried in Excel

15      100.00      08
13      094.74      08
11      085.23      09
09      080.68      09
08      074.24      13
07      070.49      12
06      077.78      01
05      072.06      14
04      070.15      07
03      058.75      16
02      042.86      03
01      054.82      20
