#
# Winning percentage by seed (1985-2003)

01      79.81      322
02      71.48      256
03      64.25      207
04      60.53      190
05      53.37      163 
06      56.65      173
07      44.53      137
08      40.94      127
09      37.19      121
10      40.63      128
11      33.33      114
12      33.33      114
13      20.00      095
14      16.48      091
15      05.00      080
16      00.00      076

# Test Data:
# FRED
# 17      55.00
