#
# Winning percentage by seed differential (1985-2003)

15      100.00      076
13      094.74      076
12      100.00      002
11      085.23      088
10      075.00      004
09      080.68      088
08      074.24      132
07      070.49      122
06      077.78      009
05      072.06      136
04      070.15      067
03      058.75      160
02      042.86      028
01      054.82      197
00      050.00      024
